Manufacturers Name,Business Name,Date Of Accident,Time Of Accident,AM,PM,Vehicle Year,Make,Model,License Plate Number,Vehicle Identification Number,State Vehicle Is Registered In,Address Of Accident,City,County,State,Zip Code,Moving,Stopped In Traffic,Pedestrian Involved,Bicyclist Involved,Undefined,Other,Number Of Vehicles Involved,Damage: Unknown,Damage: None,Damage: Minor,Damage: Moderate,Damage: Major,Click 1,Left Rear 1,Rear Bumper,Right Rear 1,Left Rear 2,Left Rear 3,Right Rear 2,Right Rear 3,Left Rear Passenger 1,Left Rear Passenger 2,Right Rear Passenger 1,Right Rear Passenger 2,Left Rear Passenger 3,Left Rear Passenger 4,Right Rear Passenger 3,Right Rear Passenger 4,Front Driver Side 1,Front Driver Side 2,Front Passenger Side 1,Front Passenger Side 2,Front Driver Side 3,Front Driver Side 4,Front Passenger Side 3,Front Passenger Side 4,Left Front Corner 1,Left Front Corner 2,Right Front Corner 1,Right Front Corner 2,Left Front Corner 3,Front Bumper,Model_2,License Plate Number_2,Vehicle Identification Number_2,State Vehicle Is Registered In_2,Moving_2,Stopped In Traffic_2,Pedestrian_2,Bicyclist_2,Undefined_2,Other_2,Number Of Vehicles Involved_2,Drivers Full Name First Middle Last_2,Conventional Mode,Accident Detail Description,Additional Information Attached_3,Weather A 1,Weather A 2,Weather B 1,Weather B 2,Weather C 1,Weather C 2,Weather D 1,Weather D 2,Weather E 1,Weather E 2,Weather F 1,Weather F 2,Weather G 1,Weather G 2,Lighting A 1,Lighting A 2,Lighting B 1,Lighting B 2,Lighting C 1,Lighting C 2,Lighting D 1,Lighting D 2,Lighting E 1,Lighting E 2,Roadway A 1,Roadway A 2,Roadway B 1,Roadway B 2,Roadway C 1,Roadway C 2,Roadway D 1,Roadway D 2,Road Conditions A 1,Road Conditions A 2,Road Conditions B 1,Road Conditions B 2,Road Conditions C 1,Road Conditions C 2,Road Conditions D 1,Road Conditions D 2,Road Conditions E 1,Road Conditions E 2,Road Conditions F 1,Road Conditions F 2,Road Conditions G 1,Road Conditions G 2,Road Conditions H 1,Road Conditions H 2,Movement A 1,Movement A 2,Movement  B 1,Movement  B 2,Movement C 1,Movement C 2,Movement  D 1,Movement  D 2,Movement  E 1,Movement  E 2,Movement  F 1,Movement  F 2,Movement  G 1,Movement  G 2,Movement  H 1,Movement  H 2,Movement  I 1,Movement  I 2,Movement J 1,Movement J 2,Movement  K 1,Movement  K 2,Movement  L 1,Movement  L 2,Movement  M 1,Movement  M 2,Movement  N 1,Movement  N 2,Movement  O 1,Movement  O 2,Movement  P 1,Movement  P 2,Movement  Q 1,Movement  Q 2,Movement  R 1,Movement  R 2,Type A 1,Type A 2,Type B 1,Type B 2,Type C 1,Type C 2,Type D 1,Type D 2,Type E 1,Type E 2,Type F 1,Type F 2,Type G 1,Type G 2,Type H 1,Type H 2,Other A Yes,Other A No,Other B,Other C,Other D,Other E,Other F,Other G,Other H Yes,Other H No,Other I,Other J,Other K,Other L,Right Front Corner 3,Vehicle Year_2,Autonomous Mode,Latitude,Longitude,Narrow Roadway,Parked Vehicles,Intersection,Struck by Others,Other Party
Cruise LLC,Cruise,4/25/2022,11:21,,Yes,2020.0,Cruise,AV,,,CA,1798 Sacramento St,San Francisco,San Francisco,CA,94109.0,,Yes,,,,,2,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Hyundai,,,,Yes,,,,,,,,,"A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was stopped at a red light on westbound Sacramento Street at the intersection with Van Ness Avenue. The Cruise AV began to proceed straight after the light turned green. At the same time, a silver Hyundai Sedan was traveling the wrong way (eastbound) on a one-way section of Sacramento Street between Franklin Street and Van Ness Avenue. The silver Hyundai Sedan entered the intersection across from the Cruise AV, and the Cruise AV came to a full stop. The silver Hyundai Sedan continued traveling the wrong way through the intersection with Van Ness Avenue and, shortly thereafter, made contact with the Cruise AV, damaging the front fascia assembly and various components on the front of the Cruise AV. The driver of the silver Hyundai Sedan left the scene without exchanging information. The Cruise AV was towed from the scene. There were no injuries and a police report was later filed.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,37.791406,-122.422251,0,0,1,1,1
Waymo LLC,Waymo LLC,4/26/2022,1:19,,Yes,2021.0,Jaguar,I-Pace,,,CA,Folsom Street at Mabini Street,San Francisco,San Francisco,CA,94103.0,,Yes,,Yes,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,"On April 26, 2022 at 1:19 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a cyclist on Folsom Street at Mabini Street.  While completing a right turn from Folsom Street onto Mabini Street in manual mode, the test driver slowed to yield to a cyclist approaching from the right. The cyclist made contact with the right front fender of the Waymo AV after the Waymo had come to a stop. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage.  ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,37.7725,-122.4147,-1,0,1,1,4
Zoox Inc.,Zoox Inc.,4/28/2022,3:28,,Yes,2016.0,Toyota,Highlander,,,CA,Colin P. Kelly St and Brannan St. Intersection,San Francisco,San Francisco,CA,94107.0,Yes,,,,Yes,Vehicle,2,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GMC Sierra,,,,,Yes,,,Yes,Vehicle,2.0,,Yes,"A Zoox vehicle in autonomous mode came to a complete stop at the T-junction stop sign at Colin P. Kelly Jr. St. and Brannan St. and yielded to oncoming traffic from the left. Due to traffic flow, the driver then disengaged autonomous mode and reversed, making contact with a vehicle that had approached from the rear and was attempting to pass the Zoox vehicle to make a right turn. There were no injuries and the police were not called.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0,,37.77493,-122.41942,-1,0,1,1,0
Waymo LLC,Waymo LLC,4/29/2022,6:37,Yes,,2021.0,Jaguar,I-Pace,,,CA,Sacramento Street at Polk Street,San Francisco,San Francisco,CA,94109.0,Yes,,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,Toyota Tacoma,,,CA,Yes,,,,,,2.0,,Yes,"On April 29, 2022 at 6:37 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a pickup truck on Sacramento Street at Polk Street.  The Waymo AV was proceeding straight in manual in the left lane of Sacramento Street (a one-way street). After passing through the Polk Street intersection, a parked pickup truck on the left side of Sacramento Street pulled out of the parked position and made contact with the front left fender of the passing Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained minor damage. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,2006.0,,37.7917,-122.4186,0,1,1,1,2
Waymo LLC,Waymo LLC,4/30/2022,8:40,,Yes,2021.0,Jaguar,I-Pace,,,CA,24th Street and Guerrero Street,San Francisco,San Francisco,CA,94110.0,Yes,,,,,,2,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Subaru Impreza,,,CA,,Yes,,,,,2.0,,Yes,"On April 30, 2022 at 8:40 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle on 24th Street just past Guerrero Street.   The Waymo AV was in manual mode and parallel parked to the curb on westbound 24th Street when another passenger vehicle pulled up behind the Waymo AV. The Waymo AV test driver reversed to exit the parking location shortly after the other passenger vehicle arrived and the Waymo AV made contact with the passenger vehicle behind it. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained minor damage.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,2018.0,,37.7509,-122.4153,1,1,1,1,1
Waymo LLC,Waymo LLC,5/4/2022,1:26,,Yes,2021.0,Jaguar,I-Pace,,,CA,175 Bayshore Boulevard,San Francisco,San Francisco,CA,94124.0,,Yes,,,,,2,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Nissan Frontier,,,CA,Yes,,,,,,2.0,,,"On May 4, 2022 at 1:26 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger vehicle at the northbound merge lane on the 100 block of Bayshore Boulevard.   While attempting a merge onto northbound Bayshore Boulevard from southbound Bayshore Boulevard, the Waymo AV came to a stop to yield for approaching traffic on the right. While stopped, a vehicle approached from behind and made contact with the rear bumper of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained minor damage. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Yes,37.745882,-122.403748,-1,0,0,1,1
Waymo LLC,Waymo LLC,5/11/2022,9:19,Yes,,2021.0,Jaguar,I-Pace,,,CA,24th Street and Capp Street,San Francisco,San Francisco,CA,94110.0,Yes,,,,,,2,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Audi Q5,,,CA,Yes,,,,,,2.0,,Yes,"On May 11, 2022 at 9:19 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a SUV on 24th Street and Capp Street.  The Waymo AV was attempting to make a right turn from 24th Street onto Capp Street while yielding to a pedestrian in the adjacent crosswalk in autonomous mode. A SUV approaching from behind the Waymo AV passed on the left side, making contact with the Waymo AV’s rear left sensor housing. The Waymo AV operator transitioned the system from autonomous to manual mode just before the moment of impact. The SUV immediately left the scene. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,,37.7509,-122.4153,-1,0,1,1,2
Cruise LLC,Cruise,5/13/2022,4:37,Yes,,2020.0,Cruise,AV,,,CA,1699 Pine St,San Francisco,San Francisco,CA,94109.0,,Yes,,,,,2,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,BMW,,,,Yes,,,,,,,,,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was at a complete stop in response to a red light on westbound Pine Street at the intersection with Franklin Street. A black BMW approaching from the rear made contact with the Cruise AV's rear bumper, damaging the Cruise AV's rear bumper. The driver of the other vehicle left the scene without exchanging information. The two Cruise AV operators in the Cruise AV later reported back injuries. Police were not called.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.789141,-122.423611,0,0,1,1,1
MOTIONAL,MOTIONAL AD INC.,5/17/2022,4:20,,Yes,2020.0,HYUNDAI,IONIQ 5,,,MI,4TH AV B/W BROOKS CT & BROADWAY ST,VENICE,LOS ANGELES,CA,90291.0,Yes,,,,Yes,VEHICLE,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,TOYOTA CAROLLA,,,AZ,Yes,,,,Yes,VEHICLE,2.0,,Yes,"The Motional vehicle was traveling on 4th Ave, between Brooks Ct and Broadway St, in Venice, CA in manual mode in the sole northbound lane. While navigating the narrow two-lane, unstriped road, the safety driver slowed the vehicle to 1.5mph to allow a driver coming in the opposite direction to navigate past the Motional vehicle. The other vehicle’s driver side wing mirror made contact with the Motional vehicle’s driver side wing mirror and LIDAR casing, causing cosmetic damage. The safety driver pulled the vehicle to the side of the road and exchanged information with the driver of the other vehicle.  There was one other vehicle involved, minor cosmetic damage to the Motional vehicle, minor cosmetic damage to the third-party vehicle, and no injuries occurred due to the incident.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,2016.0,,33.9938,-118.4635,1,0,0,1,0
"Pony.ai, Inc.",Pony.ai,5/17/2022,3:00,,Yes,2021.0,Hyundai,Kona EV,,,CA,30407 Arroyo Dr,Irvine,Orange,CA,92617.0,Yes,,,,,,2,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMW X5,,,CA,Yes,,,,,,1.0,,,"On May 17, 2022, a passenger vehicle reversed out of a parking spot into a Pony.ai autonomous testing vehicle’s rear bumper. At the time of the collision, the Pony.ai vehicle was operating in autonomous mode with a safety operator in the driver’s seat and was moving at a low speed. The Pony.ai vehicle did not sustain any damage. There were no injuries or property damage, the police were not called to the scene, and a Pony.ai employee drove the Pony.ai vehicle back to Pony.ai’s Irvine facility.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,2015.0,Yes,33.6459638,-117.8243547,0,1,0,1,1
Waymo LLC,Waymo LLC,5/17/2022,1:26,,Yes,2021.0,Jaguar,I-Pace,,,CA,Stanyan Street and McAllister Street,San Francisco,San Francisco,CA,94118.0,Yes,,,,,,CA,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyundai Genesis 2.0,,,CA,Yes,,,,,,2.0,,,"On May 17, 2022 at 1:26 PM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on Stanyan Street at McAllister Street.  The Waymo AV was proceeding south on Stanyan Street in autonomous mode, and preparing to make a left turn onto McAllister Street. As the Waymo AV entered the intersection, it slowed to yield to northbound traffic on Stanyan Street. A passenger car approached from behind and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). Both vehicles sustained minor damage. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,Yes,37.7812,-122.4614,0,0,1,1,1
"Mercedes-Benz Research & Development North America, Inc.","Mercedes-Benz Research & Development North America, Inc.",5/19/2022,3:05,,Yes,2021.0,S350D,Mercedes-Benz,,,Michigan,710 S Fwy and Atlantic Blvd,Commerce,Los Angeles,CA,90040.0,Yes,,,,,,2,,,Yes,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,"While departing from a standstill in heavy traffic with L3 ADS engaged, the subject Mercedes-Benz vehicle was struck in the rear bumper by a large semi-truck. No injuries were reported. The contact from the truck resulted in two minor scratches and two indentations on the rear bumper of the subject Mercedes-Benz.  The driver of the truck did not pull over after the collision and departed the scene.  After a police report was initiated, the subject Mercedes-Benz drove away from the incident location. Further inspection of the vehicle revealed no additional damage beyond the cosmetic dents and surface scratches on the Mercedes-Benz.",,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,Yes,33.9909,-118.1532,-1,0,0,1,2
Zoox Inc. ,Zoox Inc. ,5/20/2022,1:30,,Yes,2016.0,Toyota,Highlander,,,CA,Folsom St. near Essex St. ,San Francisco,San Francisco,CA,94105.0,,Yes,,,Yes,Vehicle,2,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honda Fit,,,CA,Yes,,,,Yes,Vehicle,2.0,,,"A Zoox vehicle in autonomous mode was stopped on Folsom Street facing Essex Street, when a passenger vehicle from behind made contact with its rear sensors at low speed. The police were not called and there were no injuries. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,Yes,37.78642235,-122.3957456,0,0,0,1,1
Waymo LLC,Waymo LLC,5/21/2022,10:03,Yes,,2021.0,Jaguar,I-Pace,,,CA,Coleridge Street at Coso Avenue,San Francisco,San Francisco,CA,94110.0,,Yes,,,,,2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Honda CRV,,,CA,Yes,,,,,,2.0,,Yes,"On May 21, 2022 at 10:03 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, CA was in a collision involving an SUV on Coleridge Street at Coso Avenue.  The Waymo AV was parked on the right side of the road, facing northbound Coleridge Street. An SUV passed the Waymo AV in the traffic lane to the left of the Waymo AV and began shifting to the right as it approached Coso Avenue. The right side of the SUV made contact with the front left sensor of the stationary Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained minor damage.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,,37.7509,-122.4153,-1,1,1,1,0
Cruise LLC,Cruise,5/25/2022,8:42,,Yes,2022.0,Cruise,AV,,,CA,135 Drumm St,San Francisco,San Francisco,CA,94111.0,,Yes,,,,,2,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford Mustang,,,CA,Yes,,,,,,2.0,,Yes,"A Cruise autonomous vehicle (""Cruise AV""), operating in manual mode, was at a complete stop in response to a red light on southbound Drumm Street between Clay Street and Sacramento Street. A Ford Mustang approaching from the rear made contact with the Cruise AV's rear bumper. The Cruise AV operator reported injuries. There were no damages reported and the police were not called.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7949498,-122.3965572,-1,0,0,1,1
Waymo LLC,Waymo LLC,5/27/2022,1:16,Yes,,2021.0,Jaguar,I-Pace,,,CA,Bush Street at Stockton Street,San Francisco,San Francisco,CA,94108.0,,Yes,,,,,2,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUZI RS,,,CA,Yes,,,,,,2.0,,,"On May 27th, 2022 at 1:16AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a motorcycle on Bush Street at Stockton Street.  While the Waymo AV was stopped at a red light on eastbound Bush in the rightmost lane, a motorcycle approached the Waymo AV from behind and the front of the motorcycle made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). Both vehicles sustained minor damage.",,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,Yes,37.7929,-122.4079,-1,0,1,1,3
Zoox Inc. ,Zoox Inc. ,5/31/2022,12:50,,Yes,2016.0,Toyota,Highlander,,,CA,10th Street and Folsom Street Intersection,San Francisco ,San Francisco,CA,94103.0,,Yes,,,Yes,Vehicle,2,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,BMV i3,,,CA,Yes,,,,Yes,Vehicle,2.0,,Yes,"A Zoox vehicle in manual mode was stopped at a red traffic light on Folsom Street facing 10th Street. When the light turned green, the Zoox vehicle proceeded forward, and the passenger vehicle behind the Zoox vehicle made contact with the Zoox vehicle's tailgate and rear sensors. There were no injuries, and the police were not called.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,,37.7725,-122.4147,0,0,1,1,1
Waymo LLC,Waymo LLC,6/1/2022,7:26,Yes,,2021.0,Jaguar,I-Pace,,,CA,McAllister Street and Franklin Street,San Francisco,San Francisco,CA,94102.0,,Yes,,,,,2,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toyota Tacoma,,,CA,Yes,,,,,,2.0,,,"On June 1, 2022 at 7:26 AM PST a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on McAllister Street at Franklin Street.  While the Waymo AV was stopped at a red light on eastbound McAllister Street, an SUV that had previously been stopped behind the Waymo AV rolled forward and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver’s seating position). The Waymo AV sustained minor damage. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,Yes,37.7813,-122.4167,0,0,1,1,2
Zoox Inc. ,Zoox Inc.,6/1/2022,1:02,,Yes,2016.0,Toyota,Highlander,,,CA,11th Street and Harrison Street Intersection,San Francisco,San Francisco,CA,94133.0,,Yes,,,Yes,Vehicle,2,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honda,,,,Yes,,,,Yes,Vehicle,2.0,,,"A Zoox vehicle in autonomous mode was stopped at a red traffic signal at the intersection of Harrison and 11th Streets in San Francisco with its left turn signal engaged. After the traffic signal changed to green and while waiting for an opening to turn left onto Harrison Street, the Zoox vehicle was struck by a passenger vehicle from behind. The driver of that passenger vehicle stated that he was using his phone and not paying attention. No police or emergency services were called to the scene. The Zoox driver, front passenger, and rear passenger reported minor injuries for which they later sought medical attention. The Zoox vehicle incurred minor damage to its rear sensors. ",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,2014.0,Yes,37.8002,-122.4091,0,0,1,1,1
"Zoox, Inc. dba Zoox Labs Inc. ",Zoox,6/1/2022,1:15,,Yes,2016.0,Toyota,Highlander,,,CA,"Pacific Ave., Kearny St., Columbus Ave. Intersectio",San Francisco,San Francisco,CA,94113.0,Yes,,,,Yes,EScooter,2,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,EScooter,2.0,,,"A Zoox vehicle in autonomous mode was proceeding westbound with the right of way on a green traffic light at the six way intersection of Pacific Ave., Keary St., and Columbus Ave., when a person operating an electric scooter ran a red light and proceeded northbound into the intersection. The scooter made contact with the left rear quarter panel of the Zoox vehicle, at which time the Zoox vehicle had disengaged from autonomous mode. The Zoox vehicle pulled over, and police and emergency services arrived at the scene. Zoox is submitting this updated report to correct a previous reporting error in the injury field and to update for additional information received in August 2022. This update provides complete information for this incident.",,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37.79716652,-122.4053545,0,0,1,1,4
Cruise LLC,Cruise,6/2/2022,1:54,Yes,,2020.0,Cruise,AV,,,CA,1534 Hayes St,San Francisco,San Francisco,CA,94117.0,Yes,,Yes,,,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,,Yes,"A Cruise autonomous vehicle (""Cruise AV"") operating in supervised autonomous mode was driving Westbound on Hayes Street between Lyon Street and Baker Street when a pedestrian ran in front of the AV. The Cruise AV stopped for the pedestrian and, moments later, the pedestrian began yelling and approaching the Cruise AV. The Cruise AV operator disengaged the Cruise AV from autonomous mode to leave the scene. The Cruise AV operator drove the vehicle forward and maneuvered away from the pedestrian, but the pedestrian continued to approach the Cruise AV and jumped onto the hood of the Cruise AV. The pedestrian fell in front of the Cruise AV and remained there until later fleeing the scene. The injury status of the pedestrian is unknown and a police report was filed. ",,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,37.7747071,-122.4418957,0,0,0,0,5
